order_id,quantity_ordered,order_date,order_status,product_id,total_order_amount,customer_id
151,7,2023-11-23,Processing,806,415.12,47
320,5,2023-02-23,Processing,493,646.81,352
354,0,2023-02-27,Delivered,719,234.63,186
428,0,2023-05-15,Shipped,594,63.19,816
537,8,2023-07-22,Delivered,223,930.45,580
879,8,2023-08-23,Delivered,526,337.3,988
118,8,2023-07-09,Shipped,701,459.16,946
240,2,2022-12-09,Delivered,988,321,655
68,8,2023-09-16,Delivered,701,4.04,219
414,5,2023-09-22,Processing,533,475.24,413
254,3,2023-06-29,Processing,53,407.39,284
195,9,2023-05-24,Processing,385,709.17,90
158,6,2023-03-03,Delivered,998,600.36,934
438,1,2023-02-19,Delivered,243,984.93,375
57,4,2022-12-29,Processing,109,999.06,350
761,3,2023-08-19,Shipped,849,956.55,9
979,0,2023-10-23,Processing,119,40.31,18
545,1,2023-04-06,Delivered,721,601.58,436
772,0,2023-02-27,Delivered,230,13.09,363
456,8,2023-09-06,Delivered,876,253.27,705
391,4,2023-09-11,Shipped,615,561.06,722
629,0,2023-07-01,Processing,969,809.31,277
344,3,2023-09-29,Processing,617,477.61,771
493,0,2023-11-16,Shipped,291,827.84,791
636,5,2023-06-06,Delivered,494,10.72,421
199,2,2023-07-19,Shipped,25,97.97,475
997,1,2023-03-22,Shipped,311,219.31,271
47,8,2023-05-26,Delivered,692,600.94,382
510,9,2023-09-12,Delivered,469,54.4,841
609,0,2023-04-24,Shipped,563,525.77,7
662,9,2023-06-02,Processing,81,849.46,289
568,6,2023-06-03,Shipped,583,644.23,163
864,7,2022-12-26,Processing,684,706.37,168
860,8,2023-07-08,Shipped,477,609.66,482
934,4,2023-07-17,Processing,164,166.25,734
448,0,2023-02-01,Delivered,314,711.47,187
531,8,2023-04-18,Delivered,315,236.21,193
377,5,2023-10-16,Delivered,332,316.14,408
252,0,2023-06-24,Shipped,359,148.45,769
274,2,2023-11-22,Delivered,948,161.99,949
363,7,2023-03-24,Processing,821,393.69,221
206,4,2023-11-16,Processing,714,989.37,541
286,2,2023-08-02,Shipped,224,240.21,299
588,3,2023-09-05,Shipped,543,938.06,464
615,7,2022-12-28,Processing,360,396.06,691
198,9,2023-08-08,Delivered,816,108.12,627
49,2,2023-03-23,Shipped,717,139.85,103
737,0,2023-07-31,Shipped,505,821.53,477
185,8,2023-05-31,Shipped,982,186.81,366
146,7,2023-03-21,Shipped,657,890.92,732
952,5,2023-02-01,Delivered,113,453.81,355
670,9,2023-12-04,Processing,870,97.82,253
484,7,2023-03-03,Shipped,390,99.18,160
330,2,2023-02-13,Delivered,534,1.85,77
336,1,2023-06-16,Delivered,329,546.38,389
575,4,2023-05-15,Processing,129,865.34,744
513,7,2023-05-08,Processing,243,696.52,810
841,2,2023-04-15,Processing,437,22.17,666
535,8,2023-04-17,Processing,113,215.25,25
199,7,2023-02-13,Delivered,597,661.95,568
305,3,2023-08-21,Shipped,731,499.98,753
504,2,2023-09-16,Shipped,618,944.53,743
348,3,2023-09-16,Shipped,51,849.18,192
641,9,2023-08-21,Delivered,84,477.55,963
868,2,2023-10-28,Delivered,963,700.24,815
491,3,2023-08-17,Processing,17,516.14,959
158,3,2022-12-11,Processing,257,588.46,321
551,5,2023-09-29,Delivered,429,777.39,132
475,3,2023-01-27,Shipped,863,751.12,159
407,7,2023-06-15,Processing,488,528.49,139
145,9,2023-10-13,Processing,997,158.72,835
927,1,2023-02-27,Shipped,800,532.91,352
814,8,2023-10-19,Processing,597,839.72,968
16,8,2023-09-08,Delivered,708,553.87,106
818,0,2023-01-15,Delivered,455,761.31,292
445,9,2023-02-27,Processing,443,802.15,309
633,3,2023-01-01,Delivered,683,685.49,705
818,3,2023-06-03,Delivered,459,85.67,59
340,2,2023-05-14,Delivered,215,593.6,174
936,7,2023-07-31,Delivered,745,969.01,340
705,9,2023-10-26,Shipped,409,679.22,197
805,6,2023-05-02,Processing,962,784.5,690
548,9,2023-10-21,Delivered,993,770.75,602
358,5,2023-04-20,Processing,79,164.8,938
292,4,2023-10-16,Shipped,740,912.87,490
551,5,2023-10-02,Processing,602,507.43,723
512,3,2023-07-13,Shipped,170,647.44,659
499,7,2023-06-10,Processing,116,413.22,510
121,7,2023-09-26,Shipped,750,325.58,294
832,4,2023-09-26,Processing,417,884.81,896
818,5,2023-11-20,Delivered,654,996.11,101
8,9,2023-02-09,Shipped,582,792.63,822
548,0,2023-10-03,Shipped,280,766.66,21
782,2,2023-03-02,Shipped,225,804.7,956
436,6,2022-12-17,Shipped,660,837.53,967
959,0,2023-04-14,Delivered,420,280,531
235,6,2023-06-11,Shipped,561,744.2,865
841,5,2023-01-14,Processing,545,946.96,179
190,4,2023-05-26,Delivered,230,934.79,910
253,6,2023-09-03,Delivered,975,378.34,854
620,7,2023-10-06,Processing,613,718.01,447
220,5,2023-04-18,Shipped,186,512.67,155
62,9,2023-07-27,Processing,528,522.83,185
460,5,2023-06-16,Delivered,13,356.17,185
677,1,2023-10-18,Delivered,704,561.98,302
410,2,2023-11-28,Delivered,864,860.62,575
864,9,2023-02-09,Processing,578,356.86,299
169,8,2023-10-05,Delivered,999,690.05,655
201,1,2023-09-13,Processing,551,625.8,133
153,3,2023-10-18,Delivered,199,682,650
726,4,2023-04-20,Processing,943,720.21,893
35,3,2023-10-03,Delivered,324,740.67,62
290,3,2023-08-05,Shipped,859,88.3,432
227,9,2023-12-03,Shipped,747,101.42,137
654,8,2023-05-25,Processing,72,172.37,755
457,6,2023-02-06,Delivered,415,773.83,604
618,9,2023-05-22,Shipped,703,870.07,765
666,1,2023-09-19,Delivered,299,238.86,392
831,2,2023-03-02,Shipped,825,927.66,833
371,2,2023-12-02,Shipped,507,170.16,465
312,7,2023-10-14,Processing,675,803.3,614
850,3,2023-08-26,Processing,633,11.54,618
184,1,2023-09-30,Processing,600,138.14,370
61,9,2023-10-26,Delivered,338,465.17,878
23,7,2023-03-02,Shipped,476,222.41,925
919,2,2023-04-03,Processing,472,511.04,807
571,6,2023-08-06,Shipped,649,644.29,320
934,4,2023-09-01,Processing,786,999.15,447
657,1,2022-12-18,Shipped,642,505.51,628
117,9,2023-03-07,Delivered,297,526.85,509
489,5,2023-01-05,Processing,973,397.29,570
192,7,2023-05-30,Delivered,194,647.99,875
977,8,2023-03-28,Delivered,559,30.06,870
191,7,2023-01-29,Delivered,736,359.27,67
480,3,2023-07-20,Processing,968,999.92,803
831,9,2023-06-09,Delivered,463,8.54,642
455,3,2023-08-24,Processing,930,541.18,587
718,0,2023-03-14,Processing,842,58.71,813
66,8,2023-06-29,Processing,263,39.25,679
453,1,2023-05-26,Delivered,115,143.88,361
218,3,2023-08-07,Delivered,330,471.14,430
677,3,2023-09-23,Shipped,64,659.55,80
806,4,2023-06-20,Processing,89,725.04,130
872,7,2023-12-04,Shipped,561,962.1,189
916,7,2023-07-12,Shipped,209,987.6,546
580,5,2023-01-07,Shipped,944,893.55,44
354,2,2022-12-13,Processing,646,242.43,233
296,3,2023-06-05,Processing,950,125.05,570
97,5,2023-04-17,Delivered,684,268.92,995
804,3,2023-09-25,Processing,947,365.08,579
494,4,2022-12-10,Delivered,730,568.37,497
117,6,2023-06-02,Delivered,136,245.37,778
438,4,2023-06-24,Shipped,612,139.34,705
511,9,2023-04-12,Delivered,78,415.45,584
321,7,2023-03-26,Processing,439,486.66,742
237,2,2023-03-04,Shipped,569,598.32,754
318,0,2023-01-01,Shipped,952,914.24,724
798,6,2022-12-10,Processing,190,282.7,749
849,7,2023-02-03,Shipped,258,402.4,507
105,1,2023-02-12,Shipped,365,822.72,252
541,7,2023-09-25,Delivered,821,472.49,659
271,7,2023-02-03,Shipped,153,647.7,775
90,6,2023-02-02,Shipped,785,242.36,283
470,0,2023-04-01,Shipped,620,632.22,689
333,0,2023-09-20,Processing,685,169.59,902
295,7,2023-07-25,Processing,782,389.28,357
614,0,2023-07-20,Processing,132,692.11,71
311,6,2023-02-12,Processing,671,109.22,992
734,3,2023-02-06,Processing,859,711.09,378
260,6,2023-04-25,Delivered,312,310.41,904
633,7,2023-04-11,Shipped,381,354.37,898
943,3,2023-04-04,Processing,26,35.53,358
353,5,2023-06-26,Shipped,747,759.91,91
436,7,2023-06-21,Shipped,308,795.95,808
745,4,2023-06-16,Processing,525,745.81,938
373,2,2023-07-05,Delivered,477,973.21,929
306,9,2023-06-21,Delivered,745,267.02,842
166,9,2023-05-31,Delivered,835,959,911
122,0,2023-06-04,Delivered,556,513.55,559
693,5,2023-07-26,Processing,972,608.22,309
176,2,2023-05-09,Processing,156,804.82,729
404,8,2023-02-25,Delivered,71,143.42,794
246,8,2023-07-16,Processing,633,102.11,324
448,3,2023-01-03,Delivered,441,336.4,800
130,9,2023-08-11,Processing,317,93.68,226
957,9,2023-09-17,Delivered,529,593.83,98
840,8,2022-12-09,Processing,269,273.41,373
148,2,2023-09-10,Shipped,564,813.42,875
963,7,2023-11-14,Delivered,567,933.17,675
518,1,2023-08-06,Delivered,532,584.1,891
377,2,2023-04-25,Shipped,705,361.38,57
187,6,2023-10-02,Shipped,837,175.99,375
474,8,2023-08-13,Processing,367,562.42,192
648,6,2023-11-18,Shipped,407,429.52,790
901,5,2023-04-03,Delivered,797,7.14,693
921,9,2023-03-17,Processing,509,976.34,860
801,3,2023-09-30,Delivered,584,922.66,795
220,6,2023-09-29,Processing,26,485.98,97
312,7,2023-07-23,Delivered,657,670.27,473
16,0,2023-05-19,Shipped,46,905.31,708
508,7,2023-05-14,Shipped,41,784.3,546
867,5,2023-04-19,Shipped,670,573.07,39
440,7,2023-01-23,Processing,626,673.02,277
608,6,2023-02-15,Delivered,314,361.74,253
75,7,2023-09-18,Delivered,845,520.8,62
152,0,2023-04-29,Delivered,811,992.97,239
311,5,2023-02-25,Processing,378,627.49,902
495,9,2023-12-04,Shipped,727,4.72,786
430,0,2023-11-23,Shipped,243,172.5,289
345,2,2023-08-10,Processing,380,125.07,594
132,7,2023-09-26,Processing,418,840.22,368
582,7,2023-02-08,Delivered,735,364.93,220
534,5,2023-07-13,Delivered,233,498.08,974
489,3,2023-05-13,Delivered,805,184.73,288
946,1,2023-07-16,Delivered,817,367.84,182
512,4,2023-11-08,Shipped,577,129.33,506
800,2,2023-10-02,Processing,456,87.33,456
952,7,2023-08-15,Processing,158,12.85,523
788,8,2022-12-30,Shipped,928,905.19,91
649,5,2023-08-11,Shipped,191,243.75,731
562,0,2023-10-09,Processing,877,507.13,970
596,3,2023-01-07,Processing,942,643.15,25
966,6,2023-05-26,Delivered,62,264.46,366
383,1,2023-10-12,Shipped,380,749.66,648
704,8,2023-01-19,Processing,99,110.29,96
753,2,2023-06-22,Processing,312,786.98,508
677,2,2022-12-21,Shipped,375,564.33,923
480,4,2023-07-27,Processing,200,294.82,211
143,0,2023-08-11,Delivered,148,822.45,731
770,2,2023-06-16,Delivered,47,871.69,178
629,2,2023-10-17,Processing,929,893.1,931
999,4,2023-06-17,Shipped,301,167.57,202
764,1,2023-11-24,Delivered,956,853.79,331
493,7,2023-03-03,Processing,447,216.89,937
233,9,2023-01-26,Processing,784,525.96,853
486,4,2023-02-15,Shipped,251,651.51,739
43,6,2023-05-29,Delivered,211,308.32,996
948,5,2023-03-09,Processing,216,694.96,312
912,3,2023-06-05,Processing,482,139.13,869
286,4,2023-10-21,Delivered,593,108.61,354
15,4,2023-04-27,Shipped,669,759.48,43
684,0,2023-04-21,Delivered,743,577.09,105
499,0,2023-05-17,Processing,451,876.26,579
933,8,2023-11-13,Delivered,93,678.39,932
808,7,2023-05-25,Processing,20,975.93,702
543,7,2023-12-02,Delivered,909,777.17,34
802,4,2023-04-18,Processing,794,426.05,830
636,6,2023-10-13,Delivered,704,275.58,198
550,7,2023-01-29,Delivered,883,490.95,972
175,0,2023-07-10,Processing,295,869.01,786
598,3,2023-04-20,Shipped,798,148.56,625
853,2,2023-12-04,Processing,855,631.34,269
420,6,2023-03-10,Shipped,999,911.02,940
246,6,2023-06-04,Processing,496,496.76,546
44,5,2023-02-07,Shipped,59,888.84,300
971,2,2023-06-09,Shipped,278,613.71,414
784,7,2022-12-29,Shipped,675,941.59,488
174,5,2023-10-18,Processing,999,622.91,612
520,6,2023-11-01,Processing,495,43.2,149
616,0,2022-12-09,Delivered,553,1.44,955
197,7,2023-05-05,Shipped,200,617.43,680
61,9,2023-01-03,Delivered,900,309.32,359
264,1,2022-12-27,Shipped,954,756.92,325
810,3,2022-12-16,Shipped,597,710.16,901
16,6,2023-05-03,Shipped,686,88.8,208
299,6,2023-06-28,Processing,589,56.85,58
113,1,2023-06-25,Shipped,436,947.92,671
945,3,2023-06-11,Shipped,988,583.1,788
505,4,2023-06-18,Delivered,194,466.58,476
905,0,2023-11-06,Shipped,4,15.61,951
581,7,2023-01-13,Shipped,60,39.2,674
988,0,2023-04-19,Delivered,427,368.43,99
977,8,2023-03-19,Delivered,407,532.33,919
338,6,2023-03-20,Processing,464,17.97,693
780,2,2023-11-20,Processing,934,991.92,444
279,2,2023-01-08,Shipped,146,339.24,236
520,5,2023-07-08,Processing,735,27.5,752
406,0,2023-09-25,Processing,659,544.82,498
981,4,2023-01-14,Delivered,944,756.72,408
197,4,2023-07-25,Shipped,711,531.33,199
122,5,2023-07-17,Processing,678,79.57,886
144,6,2023-07-20,Shipped,884,664.74,201
544,4,2023-09-22,Delivered,971,922.68,894
719,0,2023-01-11,Delivered,424,291.08,417
485,7,2023-11-01,Processing,381,474.77,773
706,6,2023-01-23,Delivered,896,693.7,749
261,7,2023-07-08,Shipped,115,250.31,185
405,2,2023-09-26,Processing,109,706.82,476
683,9,2023-02-15,Processing,107,538.08,642
233,7,2023-02-17,Processing,383,862.85,605
503,9,2023-08-28,Delivered,234,969.75,142
248,3,2023-08-14,Processing,673,530.22,878
494,3,2023-04-26,Processing,104,610.9,558
513,3,2023-12-02,Delivered,205,422.49,710
390,9,2023-12-02,Delivered,349,318.13,263
100,2,2023-08-15,Delivered,719,950.47,588
296,0,2023-08-16,Delivered,198,318.86,125
964,4,2023-11-17,Processing,77,1.22,546
125,1,2023-07-18,Delivered,712,257.85,937
815,7,2023-08-18,Delivered,152,15.19,882
357,6,2023-08-29,Processing,680,286.97,229
766,6,2023-12-02,Delivered,16,591.6,709
808,8,2022-12-20,Processing,463,595.08,833
409,2,2022-12-28,Shipped,597,90.19,982
975,1,2023-07-07,Delivered,993,917.46,408
225,0,2023-06-05,Processing,99,824.73,951
645,4,2023-02-28,Processing,699,146.26,734
608,7,2022-12-13,Delivered,491,780.79,914
335,2,2023-07-27,Processing,28,328.87,972
374,9,2023-04-27,Processing,227,134.05,591
600,0,2023-03-06,Shipped,949,421.5,277
458,5,2023-02-02,Shipped,306,579.28,763
593,1,2023-07-21,Processing,520,616.52,309
0,3,2023-09-03,Processing,249,619.97,574
259,5,2022-12-08,Delivered,906,247.75,688
308,7,2023-01-12,Delivered,363,992.62,314
283,2,2023-07-09,Delivered,405,9.08,177
898,4,2023-06-09,Shipped,239,838.41,946
175,4,2023-06-20,Delivered,561,742.68,442
220,5,2023-05-12,Delivered,885,496.59,389
221,5,2023-06-05,Processing,512,671.41,467
312,3,2023-08-17,Processing,439,109.92,80
535,1,2023-03-16,Delivered,526,5.77,976
247,4,2022-12-25,Delivered,47,838.11,323
8,0,2023-05-02,Processing,555,105.26,947
819,3,2023-07-29,Delivered,171,235.19,969
782,1,2023-05-12,Shipped,416,828.37,233
898,0,2023-07-11,Processing,715,10.47,840
55,0,2023-05-14,Shipped,803,90.57,585
577,7,2023-06-26,Processing,312,344.79,89
518,9,2023-05-03,Processing,428,345.41,114
194,1,2023-01-15,Delivered,114,734.24,673
89,7,2023-07-13,Processing,522,765.86,859
580,8,2023-04-03,Delivered,268,3.9,187
797,2,2023-01-07,Processing,858,40.32,643
309,8,2023-02-04,Delivered,599,135.27,830
313,7,2023-02-23,Shipped,231,751.19,47
505,9,2023-07-27,Delivered,336,216.36,959
659,5,2023-03-25,Delivered,508,439.01,466
91,4,2023-07-17,Delivered,409,832.03,650
893,7,2023-09-24,Processing,687,688.73,265
482,9,2023-10-13,Processing,774,909.09,225
901,7,2023-10-03,Delivered,24,775.37,198
203,3,2023-10-18,Delivered,8,276.92,462
569,3,2023-05-05,Processing,122,424.91,684
864,1,2023-11-11,Shipped,804,204.17,225
570,3,2023-01-18,Delivered,40,593.53,576
716,3,2023-04-11,Delivered,681,922.36,720
362,5,2023-02-14,Processing,147,648.9,206
628,1,2023-04-25,Delivered,297,775.93,271
5,5,2023-06-29,Shipped,698,869.52,862
596,9,2023-07-15,Processing,379,701.8,947
178,3,2023-05-31,Processing,769,43.18,706
256,8,2023-07-16,Processing,976,247.26,8
846,2,2023-03-09,Processing,356,86.5,526
590,7,2023-02-06,Shipped,724,473.89,554
186,6,2023-10-28,Shipped,479,296.73,406
622,6,2023-09-02,Shipped,821,45.18,800
282,1,2023-08-18,Shipped,165,710.01,299
999,9,2023-05-04,Delivered,798,16.06,853
198,6,2023-06-01,Processing,120,328.48,528
708,9,2023-02-10,Processing,581,269.32,119
241,1,2023-01-19,Processing,49,392.1,888
255,8,2023-03-27,Shipped,197,60.63,47
956,2,2023-06-01,Shipped,124,289.61,901
497,8,2023-03-13,Shipped,544,990.31,175
361,8,2023-10-22,Delivered,100,452.38,573
496,1,2023-03-31,Delivered,992,597.14,156
333,9,2023-08-12,Shipped,711,644.44,973
331,6,2023-06-27,Shipped,65,755.91,988
901,9,2023-01-15,Shipped,34,742.6,872
797,1,2023-01-30,Shipped,641,712.63,256
787,7,2023-09-01,Shipped,289,632.71,119
983,9,2023-04-30,Delivered,517,786.88,992
466,0,2023-02-18,Delivered,766,305.5,189
786,3,2023-11-14,Processing,491,208.74,136
442,0,2023-01-26,Delivered,502,136.16,333
522,4,2023-01-08,Processing,316,177.28,5
890,2,2023-06-09,Delivered,393,474.23,266
453,4,2023-02-21,Processing,55,883.33,246
162,9,2023-08-14,Processing,435,759.46,735
910,9,2023-03-07,Delivered,206,302.07,720
273,5,2023-08-06,Processing,588,185.54,360
890,9,2023-10-04,Processing,872,890.84,916
679,4,2023-02-06,Shipped,235,818.78,986
50,8,2023-07-08,Shipped,973,598.26,578
498,4,2023-03-25,Shipped,423,235.57,708
736,5,2023-02-24,Delivered,760,824.26,673
438,0,2023-07-10,Delivered,35,313.9,197
333,2,2023-04-22,Delivered,573,716.4,627
839,8,2023-04-10,Shipped,832,143.31,560
297,1,2023-08-20,Processing,927,53.9,239
312,5,2023-02-15,Processing,508,826.1,495
255,1,2023-07-23,Delivered,858,406.93,650
878,8,2023-07-18,Processing,968,200.54,476
257,8,2023-08-11,Processing,49,887.58,565
163,8,2023-02-27,Processing,731,491.68,922
319,2,2022-12-17,Processing,169,673.36,801
389,0,2023-09-15,Delivered,445,257.25,472
854,5,2023-05-29,Delivered,556,15.05,67
527,9,2023-05-22,Shipped,893,99.97,919
504,4,2023-03-26,Delivered,855,47.3,787
445,0,2023-05-19,Shipped,219,677.06,41
731,1,2023-03-03,Delivered,865,836.34,650
343,1,2022-12-26,Delivered,114,795.94,232
356,7,2023-04-03,Processing,589,987.1,37
368,8,2023-10-28,Delivered,793,361.64,904
255,8,2023-03-11,Delivered,890,744.04,578
608,7,2023-05-09,Shipped,884,781.3,603
793,5,2023-06-26,Shipped,229,495.02,458
287,9,2023-11-03,Shipped,182,689.12,221
867,0,2023-05-30,Processing,97,216.08,679
556,6,2023-01-02,Delivered,89,15.44,818
326,3,2023-03-12,Delivered,879,2.87,808
719,7,2023-06-13,Delivered,512,634.42,843
892,8,2023-03-15,Shipped,854,107.55,211
237,6,2023-03-25,Delivered,971,562.51,360
291,3,2023-03-26,Shipped,659,186.09,187
860,3,2023-08-10,Processing,448,111.28,512
23,1,2023-11-22,Delivered,683,739.95,203
699,5,2023-05-26,Processing,60,360.35,913
741,6,2023-07-15,Processing,631,324.61,378
426,7,2023-07-11,Processing,863,790.36,234
221,0,2023-05-28,Delivered,692,293.84,97
135,8,2023-02-07,Shipped,500,83.2,462
833,9,2023-04-02,Delivered,989,613.6,422
715,2,2023-03-29,Shipped,925,185.51,923
115,6,2023-05-28,Shipped,832,484.68,350
835,3,2023-05-21,Delivered,609,254.61,762
846,7,2023-05-25,Delivered,804,822.93,146
594,7,2023-08-12,Delivered,402,392.92,291
434,2,2023-09-18,Processing,646,97.2,690
556,9,2023-11-30,Delivered,303,2.06,374
863,2,2023-09-04,Delivered,756,924.89,65
539,1,2023-10-06,Shipped,710,480.37,453
498,5,2023-08-07,Processing,882,980.94,157
142,4,2023-03-03,Delivered,986,665.62,60
46,6,2023-02-16,Delivered,141,526.41,716
906,5,2023-11-03,Shipped,154,622.21,359
920,9,2023-03-18,Delivered,895,645.36,743
369,2,2023-04-23,Shipped,630,586.41,364
691,4,2023-02-14,Processing,833,732.11,394
874,5,2023-07-16,Shipped,80,363.19,663
849,9,2023-01-17,Processing,552,454.17,322
467,4,2023-06-30,Shipped,308,748.75,133
704,2,2023-05-05,Shipped,973,360.74,388
481,4,2023-07-24,Shipped,643,495.11,470
390,2,2023-02-09,Processing,100,353.22,603
59,3,2023-10-27,Shipped,633,197.03,872
161,4,2023-06-15,Delivered,18,296.53,743
627,3,2023-03-30,Delivered,449,45.7,269
738,9,2023-02-17,Delivered,937,187.72,11
541,7,2022-12-07,Shipped,536,148.3,175
401,0,2023-06-08,Processing,744,843.83,283
80,0,2023-02-22,Delivered,414,352.5,242
936,4,2023-04-23,Delivered,752,324.56,189
329,6,2023-09-08,Delivered,744,888,942
411,5,2022-12-19,Delivered,956,597.68,192
729,7,2023-03-05,Shipped,498,221.83,844
738,4,2023-02-18,Processing,248,192.89,521
920,5,2023-07-08,Delivered,999,499.76,832
865,5,2023-07-04,Processing,112,446.07,647
715,8,2023-05-25,Delivered,273,756.56,715
333,2,2023-12-06,Processing,633,558.24,121
766,2,2023-09-10,Shipped,897,908.36,130
611,1,2023-05-08,Processing,524,515.45,561
897,7,2023-06-27,Delivered,714,42.57,927
509,5,2023-10-16,Processing,66,344.38,241
33,5,2023-07-07,Processing,953,23.31,353
940,4,2023-03-17,Processing,675,904.71,897
588,4,2023-11-07,Delivered,963,77.45,317
350,6,2023-08-15,Processing,366,40.93,559
958,9,2023-10-17,Shipped,827,537,107
511,2,2023-03-11,Delivered,118,113.87,528
844,8,2023-02-15,Delivered,215,546.45,646
698,0,2023-07-23,Processing,466,266.79,933
400,4,2023-07-01,Delivered,800,560.99,504
462,3,2023-01-10,Shipped,63,702.42,239
139,5,2023-12-02,Delivered,887,134.27,329
510,1,2023-09-30,Processing,714,111.88,475
436,0,2023-06-16,Shipped,577,742.68,779
883,1,2023-01-30,Delivered,259,863.85,645
487,7,2023-11-19,Processing,718,367.48,387
472,1,2023-03-29,Delivered,154,615.53,555
876,4,2022-12-26,Processing,587,884.53,10
391,7,2023-06-17,Processing,180,681.9,184
411,7,2023-03-06,Delivered,892,408.52,204
770,5,2023-03-27,Processing,767,314.36,981
462,5,2022-12-26,Processing,375,898.79,933
907,3,2023-01-31,Delivered,600,336.02,636
640,9,2023-03-17,Processing,504,230.58,753
413,5,2023-10-21,Delivered,107,74.99,270
649,5,2023-10-07,Delivered,521,381.26,71
245,5,2023-06-01,Shipped,935,328.58,418
547,4,2023-04-01,Processing,999,916.93,931
456,5,2023-10-21,Processing,853,734.51,910
456,5,2023-03-11,Processing,624,351.5,1
940,4,2023-09-29,Shipped,856,270.02,879
402,7,2023-02-25,Delivered,58,135.93,136
5,6,2023-11-13,Delivered,978,115.98,257
689,7,2023-12-01,Shipped,333,652.78,85
980,7,2023-01-31,Shipped,836,552.37,340
838,2,2023-10-09,Processing,532,486.8,972
354,5,2023-06-02,Processing,776,751.5,408
315,3,2023-02-23,Processing,991,451.76,548
164,1,2022-12-15,Shipped,529,905.31,627
574,8,2022-12-20,Processing,98,865.69,895
229,0,2023-06-11,Processing,567,337.68,934
898,6,2023-06-20,Processing,27,491.54,502
3,7,2023-12-03,Shipped,836,796.35,844
676,1,2023-02-13,Shipped,347,498.48,379
160,1,2023-08-25,Processing,311,57.97,550
414,5,2023-07-09,Shipped,65,898.72,728
292,7,2023-08-13,Processing,78,193.74,157
648,6,2022-12-10,Processing,69,585.72,11
378,6,2023-03-02,Delivered,747,697.8,945
300,6,2023-12-07,Delivered,448,906.94,341
920,7,2023-10-02,Delivered,519,545.06,163
597,3,2023-03-28,Processing,288,650.46,572
40,6,2023-10-25,Delivered,802,197.42,486
684,2,2023-06-12,Shipped,250,300.46,827
684,2,2022-12-21,Processing,483,135.13,423
536,9,2023-11-20,Delivered,970,54.23,509
278,8,2023-11-24,Shipped,371,274.51,526
482,7,2023-07-21,Processing,389,614.08,332
7,8,2023-03-29,Shipped,892,661.15,760
22,2,2023-11-30,Processing,737,790.32,760
180,5,2023-05-15,Processing,772,704.88,227
843,2,2023-05-29,Delivered,190,133.79,922
981,8,2023-04-13,Delivered,546,336.43,868
72,6,2023-03-18,Processing,595,208.64,338
577,8,2023-04-09,Shipped,311,685.42,56
632,0,2023-09-27,Processing,294,934.34,225
520,6,2023-06-21,Processing,304,214.61,805
744,4,2022-12-29,Shipped,769,154.73,522
392,2,2022-12-09,Delivered,309,824.71,457
22,4,2023-02-28,Shipped,253,288.41,321
702,2,2023-09-27,Processing,183,28.37,627
143,4,2023-05-22,Processing,272,277.9,653
300,8,2023-06-22,Delivered,4,393.61,494
